Volcano ID,volcano_name,eruption_number,eruption_category,Start Date,End Date,vei,latitude,longitude
300260,Klyuchevskoy,19461,Confirmed Eruption,1981-01-25,1981-08-04,1.0,56.056,160.642
284133,Fukujin,18439,Uncertain Eruption,1981-01-07,1981-01-08,0.0,21.93,143.47
345040,Poas,11181,Confirmed Eruption,1980-12-26,1980-12-26,1.0,10.2,-84.233
284070,Myojinsho,18326,Uncertain Eruption,1980-11-15,1980-12-23,0.0,31.888,139.918
333060,Macdonald,10318,Confirmed Eruption,1980-11-10,1981-02-15,0.0,-28.98,-140.25
312030,Pavlof,20143,Confirmed Eruption,1980-11-08,1980-11-13,3.0,55.417,-161.894
264150,Paluweh,16270,Confirmed Eruption,1980-11-05,1981-09-16,2.0,-8.32,121.708
241100,Ruapehu,14648,Confirmed Eruption,1980-10-18,1980-11-03,1.0,-39.28,175.57
357091,Callaqui,11997,Confirmed Eruption,1980-10-16,1980-10-16,1.0,-37.92,-71.45
255060,Kavachi,15168,Confirmed Eruption,1980-10-07,1981-02-25,1.0,-8.991,157.979
252120,Ulawun,15054,Confirmed Eruption,1980-10-06,1980-10-07,3.0,-5.05,151.33
282050,Kuchinoerabujima,16979,Confirmed Eruption,1980-09-28,1980-09-28,2.0,30.443,130.217
282110,Asosan,17340,Confirmed Eruption,1980-09-24,1980-09-24,1.0,32.884,131.104
234070,Marion Island,14413,Confirmed Eruption,1980-09-16,,1.0,-46.9,37.75
345040,Poas,11180,Confirmed Eruption,1980-09-12,1980-09-12,1.0,10.2,-84.233
268060,Gamalama,16667,Confirmed Eruption,1980-09-04,1980-09-23,2.0,0.8,127.33
300270,Sheveluch,19580,Confirmed Eruption,1980-08-23,1981-12-01,1.0,56.653,161.36
300250,Bezymianny,19356,Confirmed Eruption,1980-08-21,1980-08-27,2.0,55.972,160.595
257070,Kuwae,15350,Uncertain Eruption,1980-08-20,,0.0,-16.829,168.536
372070,Hekla,12751,Confirmed Eruption,1980-08-17,1980-08-20,3.0,63.983,-19.666
272020,Kanlaon,16735,Confirmed Eruption,1980-08-08,,2.0,10.412,123.132
311070,Gareloi,19685,Confirmed Eruption,1980-08-07,1980-09-17,3.0,51.79,-178.794
211060,Etna,13807,Confirmed Eruption,1980-07-08,1980-09-26,3.0,37.748,14.999
284096,Nishinoshima,18361,Uncertain Eruption,1980-07-07,1981-07-02,0.0,27.247,140.874
312030,Pavlof,20142,Confirmed Eruption,1980-07-06,,1.0,55.417,-161.894
311320,Akutan,20028,Confirmed Eruption,1980-07-03,1980-07-08,2.0,54.134,-165.986
257020,Gaua,15228,Confirmed Eruption,1980-07-02,,1.0,-14.27,167.5
357120,Villarrica,12167,Confirmed Eruption,1980-06-20,1980-09-24,2.0,-39.42,-71.93
390050,Seal Nunataks Group,13200,Uncertain Eruption,1980-06-15,,,-65.03,-60.05
300070,Gorely,19024,Confirmed Eruption,1980-06-15,1981-07-03,3.0,52.559,158.03
263310,Tengger Caldera,16056,Confirmed Eruption,1980-06-05,1980-09-20,2.0,-7.942,112.95
290270,Ekarma,18832,Confirmed Eruption,1980-05-24,,1.0,48.958,153.93
257040,Ambrym,15282,Confirmed Eruption,1980-05-16,1980-08-18,3.0,-16.25,168.12
311310,Makushin,19988,Confirmed Eruption,1980-05-01,,1.0,53.891,-166.923
300250,Bezymianny,19355,Confirmed Eruption,1980-04-18,1980-04-19,3.0,55.972,160.595
257050,Lopevi,15314,Confirmed Eruption,1980-04-15,1980-08-20,3.0,-16.507,168.346
261140,Marapi,15469,Confirmed Eruption,1980-03-29,,1.0,-0.38,100.474
321050,St. Helens,20557,Confirmed Eruption,1980-03-27,1986-10-28,5.0,46.2,-122.18
267020,Karangetang,16531,Confirmed Eruption,1980-03-24,1980-09-13,1.0,2.781,125.407
373080,Krafla,12950,Confirmed Eruption,1980-03-16,1980-10-23,0.0,65.715,-16.728
262000,Krakatau,15614,Confirmed Eruption,1980-03-15,1980-12-16,2.0,-6.102,105.423
284120,Ioto,18415,Confirmed Eruption,1980-03-13,1980-03-13,1.0,24.751,141.289
332010,Kilauea,10116,Confirmed Eruption,1980-03-11,1980-03-11,0.0,19.421,-155.287
333060,Macdonald,10317,Confirmed Eruption,1980-02-12,1980-02-13,0.0,-28.98,-140.25
223020,Nyamuragira,14069,Confirmed Eruption,1980-01-30,1980-02-24,3.0,-1.408,29.2
242050,Monowai,14708,Confirmed Eruption,1980-01-16,1980-01-16,0.0,-25.887,-177.188
241100,Ruapehu,14647,Confirmed Eruption,1980-01-15,1980-03-27,1.0,-39.28,175.57
357010,Tupungatito,20561,Confirmed Eruption,1980-01-10,1980-01-11,2.0,-33.425,-69.797
251030,Karkar,14949,Uncertain Eruption,1980-01-07,1980-01-17,1.0,-4.649,145.964
273010,Bulusan,16765,Confirmed Eruption,1979-12-27,1980-09-28,3.0,12.769,124.056
332010,Kilauea,10115,Confirmed Eruption,1979-11-16,1979-11-17,0.0,19.421,-155.287
284141,Ahyi,18470,Uncertain Eruption,1979-11-15,,0.0,20.42,145.03
353050,"Negra, Sierra",11712,Confirmed Eruption,1979-11-13,1980-01-14,3.0,-0.83,-91.17
283040,Ontakesan,17457,Confirmed Eruption,1979-10-28,1980-04-25,2.0,35.893,137.48
357110,Llaima,12065,Confirmed Eruption,1979-10-15,1979-11-28,2.0,-38.692,-71.729
333060,Macdonald,10316,Confirmed Eruption,1979-09-30,1979-09-30,0.0,-28.98,-140.25
300250,Bezymianny,19354,Confirmed Eruption,1979-09-18,,2.0,55.972,160.595
257070,Kuwae,15349,Uncertain Eruption,1979-09-16,,0.0,-16.829,168.536
345040,Poas,11179,Confirmed Eruption,1979-09-08,1980-01-16,1.0,10.2,-84.233
211060,Etna,13806,Confirmed Eruption,1979-07-16,1980-09-01,3.0,37.748,14.999
262000,Krakatau,15613,Confirmed Eruption,1979-07-15,1979-11-16,2.0,-6.102,105.423
284070,Myojinsho,18325,Uncertain Eruption,1979-07-13,,0.0,31.888,139.918
284132,Nikko,18430,Uncertain Eruption,1979-07-12,,0.0,23.078,142.326
211060,Etna,13805,Confirmed Eruption,1979-07-03,1992-12-16,2.0,37.748,14.999
257060,Epi,15095,Confirmed Eruption,1979-07-02,,0.0,-16.68,168.37
257050,Lopevi,15313,Confirmed Eruption,1979-07-02,1979-09-12,2.0,-16.507,168.346
261030,Peuet Sague,15392,Confirmed Eruption,1979-07-02,,2.0,4.903,96.289
241100,Ruapehu,14646,Confirmed Eruption,1979-06-30,1979-07-15,1.0,-39.28,175.57
257040,Ambrym,15281,Confirmed Eruption,1979-06-06,1979-09-16,2.0,-16.25,168.12
282110,Asosan,17339,Confirmed Eruption,1979-06-05,1980-03-08,2.0,32.884,131.104
267020,Karangetang,16530,Confirmed Eruption,1979-05-31,1979-05-31,1.0,2.781,125.407
233020,"Fournaise, Piton de la",14369,Confirmed Eruption,1979-05-28,1979-07-14,1.0,-21.244,55.708
243102,Curacoa,14776,Confirmed Eruption,1979-05-14,,1.0,-15.62,-173.67
243070,Lateiki,14765,Confirmed Eruption,1979-05-10,1979-07-21,2.0,-19.18,-174.87
284133,Fukujin,18438,Uncertain Eruption,1979-04-26,1980-05-12,0.0,21.93,143.47
290260,Chirinkotan,18828,Confirmed Eruption,1979-04-16,1980-10-10,2.0,48.98,153.48
357140,Carran-Los Venados,12189,Confirmed Eruption,1979-04-14,1979-05-20,2.0,-40.35,-72.07
360150,Soufriere St. Vincent,12455,Confirmed Eruption,1979-04-13,1979-10-26,3.0,13.33,-61.18
358059,Arenales,12300,Confirmed Eruption,1979-03-08,,1.0,-47.2,-73.48
358060,Lautaro,12322,Confirmed Eruption,1979-03-08,,2.0,-49.019,-73.504
263200,Dieng Volcanic Complex,15786,Confirmed Eruption,1979-02-20,1979-02-20,1.0,-7.2,109.879
282090,Kirishimayama,17161,Confirmed Eruption,1979-02-16,,1.0,31.934,130.862
242050,Monowai,14707,Confirmed Eruption,1979-02-16,1979-04-19,1.0,-25.887,-177.188
311360,Shishaldin,20088,Confirmed Eruption,1979-02-16,,2.0,54.756,-163.97
300250,Bezymianny,19353,Confirmed Eruption,1979-02-11,,3.0,55.972,160.595
311340,Westdahl,20045,Uncertain Eruption,1979-02-08,1979-02-09,3.0,54.516,-164.65
353060,"Azul, Cerro",11728,Confirmed Eruption,1979-01-29,1979-03-04,2.0,-0.92,-91.408
257040,Ambrym,15280,Confirmed Eruption,1979-01-26,1979-02-18,2.0,-16.25,168.12
251030,Karkar,14948,Confirmed Eruption,1979-01-12,1979-08-09,2.0,-4.649,145.964
285040,Shikotsu,18632,Confirmed Eruption,1978-12-12,1979-05-11,1.0,42.688,141.38
284120,Ioto,18414,Confirmed Eruption,1978-12-11,1978-12-11,1.0,24.751,141.289
257050,Lopevi,15312,Confirmed Eruption,1978-11-22,1979-03-16,2.0,-16.507,168.346
284096,Nishinoshima,18360,Uncertain Eruption,1978-11-16,1979-07-02,0.0,27.247,140.874
313020,Iliamna,20288,Discredited Eruption,1978-11-07,1978-11-07,,60.032,-153.09
221126,Ardoukoba,13946,Confirmed Eruption,1978-11-07,1978-11-14,1.0,11.58,42.47
311320,Akutan,20027,Confirmed Eruption,1978-09-25,1978-10-16,2.0,54.134,-165.986
345040,Poas,11178,Confirmed Eruption,1978-09-22,1978-12-16,1.0,10.2,-84.233
300250,Bezymianny,19352,Confirmed Eruption,1978-09-08,,2.0,55.972,160.595
284133,Fukujin,18437,Uncertain Eruption,1978-08-24,1978-08-25,0.0,21.93,143.47
353010,Fernandina,11670,Confirmed Eruption,1978-08-08,1978-08-26,2.0,-0.37,-91.55
273010,Bulusan,16764,Confirmed Eruption,1978-07-29,1978-08-14,2.0,12.769,124.056
290030,Chachadake [Tiatia],18742,Confirmed Eruption,1978-07-20,,2.0,44.353,146.252
262000,Krakatau,15612,Confirmed Eruption,1978-07-10,1978-11-16,1.0,-6.102,105.423
272020,Kanlaon,16734,Confirmed Eruption,1978-06-27,1978-09-02,2.0,10.412,123.132
255060,Kavachi,15167,Confirmed Eruption,1978-06-21,1978-07-22,2.0,-8.991,157.979
358060,Lautaro,12321,Confirmed Eruption,1978-06-16,,1.0,-49.019,-73.504
285040,Shikotsu,18631,Confirmed Eruption,1978-05-14,1978-05-17,1.0,42.688,141.38
252120,Ulawun,15053,Confirmed Eruption,1978-05-07,1978-05-14,3.0,-5.05,151.33
211060,Etna,13804,Confirmed Eruption,1978-04-29,1978-11-30,2.0,37.748,14.999
344120,Concepcion,11066,Confirmed Eruption,1978-03-30,1978-05-16,2.0,11.538,-85.622
273030,Mayon,16805,Confirmed Eruption,1978-03-07,1978-09-16,2.0,13.257,123.685
241050,Okataina,14525,Confirmed Eruption,1978-02-23,1978-02-23,1.0,-38.12,176.5
267020,Karangetang,16529,Confirmed Eruption,1978-02-22,1978-12-18,1.0,2.781,125.407
242050,Monowai,14706,Confirmed Eruption,1978-02-16,1978-07-16,0.0,-25.887,-177.188
311360,Shishaldin,20087,Confirmed Eruption,1978-02-08,1978-02-09,2.0,54.756,-163.97
311340,Westdahl,20044,Confirmed Eruption,1978-02-04,1978-02-09,3.0,54.516,-164.65
284131,Minami-Hiyoshi,18427,Uncertain Eruption,1978-01-26,1978-03-24,0.0,23.5,141.935
263340,Raung,16145,Confirmed Eruption,1978-01-16,1979-12-16,1.0,-8.119,114.056
274020,Didicas,16878,Confirmed Eruption,1978-01-06,1978-01-09,2.0,19.077,122.202
345040,Poas,11177,Confirmed Eruption,1977-12-18,1978-06-15,2.0,10.2,-84.233
341040,Colima,10460,Confirmed Eruption,1977-12-16,1982-06-16,1.0,19.514,-103.62
333060,Macdonald,10315,Confirmed Eruption,1977-12-10,1977-12-15,0.0,-28.98,-140.25
283180,Azumayama,17937,Confirmed Eruption,1977-12-07,1977-12-07,1.0,37.735,140.244
266110,Mahawu,16470,Confirmed Eruption,1977-11-16,,0.0,1.352,124.865
360160,Kick 'em Jenny,12465,Confirmed Eruption,1977-11-11,,0.0,12.3,-61.64
233020,"Fournaise, Piton de la",14368,Confirmed Eruption,1977-10-24,1977-11-17,1.0,-21.244,55.708
242050,Monowai,14705,Confirmed Eruption,1977-10-17,1977-10-27,0.0,-25.887,-177.188
284080,Sumisujima,18339,Uncertain Eruption,1977-10-16,1977-10-16,0.0,31.44,140.051
344020,San Cristobal,10883,Confirmed Eruption,1977-10-16,1977-10-16,2.0,12.702,-87.004
284133,Fukujin,18436,Uncertain Eruption,1977-10-14,1978-03-24,0.0,21.93,143.47
273070,Taal,16860,Confirmed Eruption,1977-10-03,1977-11-12,2.0,14.002,120.993
332010,Kilauea,10114,Confirmed Eruption,1977-09-13,1977-10-01,0.0,19.421,-155.287
342090,Fuego,10730,Confirmed Eruption,1977-09-11,1979-08-08,2.0,14.473,-90.88
257040,Ambrym,15279,Confirmed Eruption,1977-08-16,1977-09-30,2.0,-16.25,168.12
285030,Toya,18601,Confirmed Eruption,1977-08-07,1982-03-16,3.0,42.544,140.839
300260,Klyuchevskoy,19460,Confirmed Eruption,1977-08-02,1980-03-12,3.0,56.056,160.642
255060,Kavachi,15166,Confirmed Eruption,1977-07-17,1977-07-22,1.0,-8.991,157.979
241100,Ruapehu,14645,Confirmed Eruption,1977-07-16,1979-01-17,2.0,-39.28,175.57
241080,Tongariro,14605,Confirmed Eruption,1977-07-04,1977-07-04,1.0,-39.157,175.632
263340,Raung,16144,Confirmed Eruption,1977-06-09,1977-06-30,2.0,-8.119,114.056
345040,Poas,11176,Confirmed Eruption,1977-05-16,1977-07-16,1.0,10.2,-84.233
373080,Krafla,12949,Confirmed Eruption,1977-04-27,1977-09-08,1.0,65.715,-16.728
242050,Monowai,14704,Confirmed Eruption,1977-04-16,1977-04-16,0.0,-25.887,-177.188
257020,Gaua,15227,Confirmed Eruption,1977-04-13,1977-04-13,2.0,-14.27,167.5
282110,Asosan,17338,Confirmed Eruption,1977-04-11,1978-08-16,2.0,32.884,131.104
233010,Karthala,14203,Confirmed Eruption,1977-04-05,1977-04-10,1.0,-11.75,43.38
344120,Concepcion,11065,Confirmed Eruption,1977-04-04,1977-05-03,2.0,11.538,-85.622
312131,Ukinrek Maars,20206,Confirmed Eruption,1977-03-30,1977-04-09,3.0,57.832,-156.51
300250,Bezymianny,19351,Confirmed Eruption,1977-03-25,,3.0,55.972,160.595
233020,"Fournaise, Piton de la",14367,Confirmed Eruption,1977-03-24,1977-04-16,0.0,-21.244,55.708
353010,Fernandina,11669,Confirmed Eruption,1977-03-23,1977-03-27,1.0,-0.37,-91.55
351060,Purace,11339,Confirmed Eruption,1977-03-19,1977-03-28,2.0,2.32,-76.4
311180,Seguam,19780,Confirmed Eruption,1977-03-06,1977-03-08,1.0,52.315,-172.51
342090,Fuego,10729,Confirmed Eruption,1977-03-03,1977-04-19,1.0,14.473,-90.88
345060,Irazu,11231,Confirmed Eruption,1977-03-03,,1.0,9.979,-83.852
255060,Kavachi,15165,Confirmed Eruption,1977-02-22,,1.0,-8.991,157.979
257070,Kuwae,15348,Uncertain Eruption,1977-02-01,,0.0,-16.829,168.536
357120,Villarrica,12166,Confirmed Eruption,1977-01-26,1977-01-30,1.0,-39.42,-71.93
257040,Ambrym,15278,Confirmed Eruption,1977-01-20,1977-01-28,2.0,-16.25,168.12
360160,Kick 'em Jenny,12464,Confirmed Eruption,1977-01-14,1977-01-14,0.0,12.3,-61.64
223030,Nyiragongo,14101,Confirmed Eruption,1977-01-10,1977-01-10,1.0,-1.52,29.25
223020,Nyamuragira,14068,Confirmed Eruption,1976-12-23,1977-06-15,1.0,-1.408,29.2
284131,Minami-Hiyoshi,18426,Uncertain Eruption,1976-12-20,1977-03-28,0.0,23.5,141.935
241040,Whakaari/White Island,14487,Confirmed Eruption,1976-12-18,1982-01-29,3.0,-37.52,177.18
343100,San Miguel,10862,Confirmed Eruption,1976-12-02,1977-03-01,1.0,13.434,-88.269
258010,Matthew Island,15362,Uncertain Eruption,1976-11-27,,1.0,-22.33,171.32
344040,Telica,10929,Confirmed Eruption,1976-11-03,1978-01-16,1.0,12.606,-86.84
233020,"Fournaise, Piton de la",14366,Confirmed Eruption,1976-11-02,1976-11-04,1.0,-21.244,55.708
311320,Akutan,20025,Confirmed Eruption,1976-10-15,1977-05-09,2.0,54.134,-165.986
290240,Sarychev Peak,18816,Confirmed Eruption,1976-09-23,1976-10-02,2.0,48.092,153.2
267020,Karangetang,16528,Confirmed Eruption,1976-09-15,1977-09-16,2.0,2.781,125.407
241100,Ruapehu,14644,Confirmed Eruption,1976-09-12,1976-11-22,1.0,-39.28,175.57
273070,Taal,16859,Confirmed Eruption,1976-09-03,1976-10-17,2.0,14.002,120.993
344020,San Cristobal,10882,Confirmed Eruption,1976-08-29,1976-08-29,1.0,12.702,-87.004
255060,Kavachi,15164,Confirmed Eruption,1976-08-24,1976-10-13,1.0,-8.991,157.979
241080,Tongariro,14604,Confirmed Eruption,1976-08-23,1976-08-28,1.0,-39.157,175.632
284080,Sumisujima,18338,Uncertain Eruption,1976-08-16,1976-08-16,0.0,31.44,140.051
284133,Fukujin,18435,Uncertain Eruption,1976-08-02,1977-04-21,0.0,21.93,143.47
284130,Fukutoku-Oka-no-Ba,17599,Uncertain Eruption,1976-08-02,1985-12-23,0.0,24.285,141.481
360060,Soufriere Guadeloupe,12368,Confirmed Eruption,1976-07-08,1977-03-01,2.0,16.044,-61.664
311161,Korovin,19758,Uncertain Eruption,1976-07-02,,,52.381,-174.166
345040,Poas,11175,Confirmed Eruption,1976-06-21,1976-11-16,2.0,10.2,-84.233
263340,Raung,16143,Confirmed Eruption,1976-06-07,1976-11-21,2.0,-8.119,114.056
257050,Lopevi,15311,Confirmed Eruption,1976-05-01,1976-09-05,1.0,-16.507,168.346
282050,Kuchinoerabujima,16978,Confirmed Eruption,1976-04-02,1976-04-02,2.0,30.443,130.217
264010,Batur,16203,Uncertain Eruption,1976-03-26,1976-03-26,1.0,-8.242,115.375
300250,Bezymianny,19350,Confirmed Eruption,1976-03-25,,2.0,55.972,160.595
344020,San Cristobal,10881,Confirmed Eruption,1976-03-09,1976-03-16,1.0,12.702,-87.004
264250,Iliwerung,16347,Uncertain Eruption,1976-03-08,,0.0,-8.53,123.57
241100,Ruapehu,14643,Confirmed Eruption,1976-03-06,1976-03-06,1.0,-39.28,175.57
283120,Kusatsu-Shiranesan,17842,Confirmed Eruption,1976-03-02,1976-03-02,1.0,36.618,138.528
284131,Minami-Hiyoshi,18425,Uncertain Eruption,1976-02-16,,0.0,23.5,141.935
313010,Augustine,20272,Confirmed Eruption,1976-01-22,1977-05-14,4.0,59.363,-153.43
311360,Shishaldin,20086,Confirmed Eruption,1976-01-16,1976-09-28,2.0,54.756,-163.97
284120,Ioto,18413,Confirmed Eruption,1976-01-16,,1.0,24.751,141.289
257020,Gaua,15226,Confirmed Eruption,1976-01-15,,2.0,-14.27,167.5
352010,Reventador,11445,Confirmed Eruption,1976-01-04,1976-05-16,2.0,-0.077,-77.656
251050,Long Island,14964,Confirmed Eruption,1976-01-02,,1.0,-5.358,147.12
331021,Axial Seamount,20922,Confirmed Eruption,1976-01-01,,0.0,45.95,-130.0
373080,Krafla,12948,Confirmed Eruption,1975-12-20,1975-12-20,0.0,65.715,-16.728
341040,Colima,10469,Confirmed Eruption,1975-12-11,1976-06-20,2.0,19.514,-103.62
332010,Kilauea,10113,Confirmed Eruption,1975-11-29,1975-11-29,0.0,19.421,-155.287
284134,Kasuga 1,18443,Uncertain Eruption,1975-11-16,,0.0,21.765,143.71
266100,Lokon-Empung,16455,Confirmed Eruption,1975-11-16,1980-07-02,2.0,1.358,124.792
233020,"Fournaise, Piton de la",14365,Confirmed Eruption,1975-11-04,1976-04-06,1.0,-21.244,55.708
241100,Ruapehu,14642,Confirmed Eruption,1975-10-17,1975-10-17,1.0,-39.28,175.57
282110,Asosan,17337,Confirmed Eruption,1975-10-16,1976-01-13,1.0,32.884,131.104
284090,Izu-Torishima,18371,Confirmed Eruption,1975-10-02,,2.0,30.484,140.303
311240,Cleveland,19807,Uncertain Eruption,1975-09-16,,,52.825,-169.944
311360,Shishaldin,20085,Confirmed Eruption,1975-09-13,1975-10-26,2.0,54.756,-163.97
312030,Pavlof,20141,Confirmed Eruption,1975-09-13,1977-03-16,2.0,55.417,-161.894
284131,Minami-Hiyoshi,18424,Confirmed Eruption,1975-08-25,,0.0,23.5,141.935
332000,Loihi,20729,Uncertain Eruption,1975-08-24,1975-11-16,0.0,18.92,-155.27
255060,Kavachi,15163,Confirmed Eruption,1975-08-16,,1.0,-8.991,157.979
284080,Sumisujima,18337,Uncertain Eruption,1975-08-13,1975-09-26,0.0,31.44,140.051
332020,Mauna Loa,10225,Confirmed Eruption,1975-07-05,1975-07-06,0.0,19.475,-155.608
284096,Nishinoshima,18359,Uncertain Eruption,1975-07-02,1977-07-02,0.0,27.247,140.874
284091,Sofugan,18357,Uncertain Eruption,1975-07-02,,0.0,29.794,140.342
390070,Southern Thule,13201,Confirmed Eruption,1975-07-02,,1.0,-59.442,-27.225
300240,Tolbachik,19323,Confirmed Eruption,1975-06-28,1976-12-10,4.0,55.832,160.326
342090,Fuego,10728,Confirmed Eruption,1975-05-28,1975-10-21,1.0,14.473,-90.88
344040,Telica,10928,Confirmed Eruption,1975-05-16,1976-03-16,0.0,12.606,-86.84
284210,Esmeralda Bank,18543,Uncertain Eruption,1975-04-26,1975-04-29,0.0,15.0,145.25
241100,Ruapehu,14641,Confirmed Eruption,1975-04-24,1975-04-27,2.0,-39.28,175.57
262000,Krakatau,15611,Confirmed Eruption,1975-03-27,1975-10-26,2.0,-6.102,105.423
263340,Raung,16142,Confirmed Eruption,1975-03-16,1975-05-16,1.0,-8.119,114.056
257050,Lopevi,15310,Confirmed Eruption,1975-03-06,1975-06-23,2.0,-16.507,168.346
211060,Etna,13803,Confirmed Eruption,1975-02-24,1975-08-29,1.0,37.748,14.999
241080,Tongariro,14603,Confirmed Eruption,1975-02-12,1975-02-23,3.0,-39.157,175.632
261140,Marapi,15468,Confirmed Eruption,1975-01-16,1979-09-11,2.0,-0.38,100.474
332010,Kilauea,10112,Confirmed Eruption,1974-12-31,1974-12-31,0.0,19.421,-155.287
251030,Karkar,14947,Confirmed Eruption,1974-12-30,1975-06-26,2.0,-4.649,145.964
284130,Fukutoku-Oka-no-Ba,17598,Confirmed Eruption,1974-12-24,1975-11-13,2.0,24.285,141.481
257060,Epi,15094,Uncertain Eruption,1974-11-16,1974-11-16,0.0,-16.68,168.37
255060,Kavachi,15162,Confirmed Eruption,1974-11-12,1974-12-12,1.0,-8.991,157.979
251070,Ritter Island,14974,Confirmed Eruption,1974-10-17,1974-10-17,1.0,-5.519,148.115
342090,Fuego,10727,Confirmed Eruption,1974-10-10,1974-12-04,4.0,14.473,-90.88
211060,Etna,13801,Confirmed Eruption,1974-09-29,1978-03-29,2.0,37.748,14.999
332010,Kilauea,10111,Confirmed Eruption,1974-09-19,1974-09-19,0.0,19.421,-155.287
345040,Poas,11174,Confirmed Eruption,1974-09-11,1975-02-16,2.0,10.2,-84.233
241040,Whakaari/White Island,14486,Confirmed Eruption,1974-09-08,,2.0,-37.52,177.18
360160,Kick 'em Jenny,12463,Confirmed Eruption,1974-09-05,1974-09-06,0.0,12.3,-61.64
312030,Pavlof,20140,Confirmed Eruption,1974-09-01,1975-01-13,3.0,55.417,-161.894
222120,"Lengai, Ol Doinyo",14022,Discredited Eruption,1974-08-16,1974-09-16,,-2.764,35.914
283090,Niigata-Yakeyama,17546,Confirmed Eruption,1974-07-28,1974-07-28,2.0,36.921,138.036
222010,Central Island,13959,Uncertain Eruption,1974-07-22,1974-07-27,1.0,3.496,36.04
332010,Kilauea,10110,Confirmed Eruption,1974-07-19,1974-07-22,0.0,19.421,-155.287
355100,Lascar,11862,Uncertain Eruption,1974-07-16,1974-09-16,1.0,-23.37,-67.73
312160,Trident,20236,Confirmed Eruption,1974-07-15,,3.0,58.236,-155.1
284080,Sumisujima,18336,Uncertain Eruption,1974-07-06,1974-07-06,0.0,31.44,140.051
290030,Chachadake [Tiatia],18741,Discredited Eruption,1974-07-02,1975-07-02,,44.353,146.252
351080,Galeras,11371,Confirmed Eruption,1974-07-02,1983-07-02,1.0,1.22,-77.37
263340,Raung,16141,Confirmed Eruption,1974-06-15,1974-07-17,2.0,-8.119,114.056
282050,Kuchinoerabujima,16977,Confirmed Eruption,1974-06-03,1974-06-03,1.0,30.443,130.217
263180,Slamet,15257,Uncertain Eruption,1974-05-29,1974-05-29,2.0,-7.242,109.208
300260,Klyuchevskoy,19459,Confirmed Eruption,1974-04-08,1974-12-16,3.0,56.056,160.642
312030,Pavlof,20139,Confirmed Eruption,1974-03-12,1974-03-24,1.0,55.417,-161.894
264010,Batur,16202,Confirmed Eruption,1974-03-12,1974-04-16,2.0,-8.242,115.375
251020,Manam,14927,Confirmed Eruption,1974-03-04,1999-11-09,3.0,-4.08,145.037
345060,Irazu,11230,Discredited Eruption,1974-03-02,1974-03-07,,9.979,-83.852
283220,Chokaisan,18034,Confirmed Eruption,1974-03-01,1974-04-30,1.0,39.099,140.049
284010,Izu-Oshima,18241,Confirmed Eruption,1974-02-28,1974-06-20,1.0,34.724,139.394
261230,Dempo,15572,Confirmed Eruption,1974-02-26,1974-10-20,2.0,-4.016,103.121
311120,Great Sitkin,19739,Confirmed Eruption,1974-02-19,1974-09-16,2.0,52.076,-176.13
243100,Fonualei,14784,Uncertain Eruption,1974-02-16,,1.0,-18.023,-174.317
251030,Karkar,14946,Confirmed Eruption,1974-02-14,1974-08-08,2.0,-4.649,145.964
311320,Akutan,20024,Confirmed Eruption,1974-02-11,,2.0,54.134,-165.986
257070,Kuwae,15347,Confirmed Eruption,1974-02-04,1974-09-16,0.0,-16.829,168.536
211060,Etna,13800,Confirmed Eruption,1974-01-30,1974-03-29,2.0,37.748,14.999
257050,Lopevi,15309,Confirmed Eruption,1974-01-16,1974-10-07,2.0,-16.507,168.346
284120,Ioto,18412,Uncertain Eruption,1974-01-16,1974-02-02,0.0,24.751,141.289
344120,Concepcion,11064,Confirmed Eruption,1973-12-24,1974-01-12,2.0,11.538,-85.622
284130,Fukutoku-Oka-no-Ba,17597,Confirmed Eruption,1973-12-18,1974-02-16,2.0,24.285,141.481
353010,Fernandina,11668,Confirmed Eruption,1973-12-09,1973-12-16,2.0,-0.37,-91.55
264250,Iliwerung,16346,Confirmed Eruption,1973-12-05,1974-08-22,2.0,-8.53,123.57
352010,Reventador,11444,Confirmed Eruption,1973-11-16,1974-07-16,3.0,-0.077,-77.656
312030,Pavlof,20138,Confirmed Eruption,1973-11-12,1973-11-13,2.0,55.417,-161.894
332010,Kilauea,10109,Confirmed Eruption,1973-11-10,1973-12-09,0.0,19.421,-155.287
282050,Kuchinoerabujima,16976,Confirmed Eruption,1973-11-05,1973-11-19,2.0,30.443,130.217
241100,Ruapehu,14640,Confirmed Eruption,1973-10-31,1974-10-25,1.0,-39.28,175.57
264150,Paluweh,16269,Confirmed Eruption,1973-10-27,1973-10-28,2.0,-8.32,121.708
353020,Wolf,11689,Uncertain Eruption,1973-10-25,1973-10-29,,0.02,-91.35
300240,Tolbachik,19322,Uncertain Eruption,1973-10-16,1974-12-16,1.0,55.832,160.326
241130,Rumble III,14674,Confirmed Eruption,1973-10-15,1973-10-17,0.0,-35.745,178.478
257020,Gaua,15225,Confirmed Eruption,1973-10-09,1974-01-21,2.0,-14.27,167.5
252120,Ulawun,15052,Confirmed Eruption,1973-10-04,1973-10-19,2.0,-5.05,151.33
284133,Fukujin,18434,Confirmed Eruption,1973-09-27,1974-03-05,1.0,21.93,143.47
266100,Lokon-Empung,16454,Confirmed Eruption,1973-09-15,1974-12-16,1.0,1.358,124.792
311161,Korovin,19757,Confirmed Eruption,1973-08-25,,0.0,52.381,-174.166
