Volcano ID,volcano_name,eruption_number,eruption_category,Start Date,End Date,vei,latitude,longitude
373010,Grimsvotn,12819,Confirmed Eruption,1883-01-15,1883-04-15,2.0,64.416,-17.316
345060,Irazu,11214,Discredited Eruption,1883-01-03,,,9.979,-83.852
263250,Merapi,15881,Confirmed Eruption,,,1.0,-7.54,110.446
275001,Hainan Volcanic Field,16894,Confirmed Eruption,,,,19.905,110.229
257040,Ambrym,15244,Confirmed Eruption,,,2.0,-16.25,168.12
257050,Lopevi,15301,Confirmed Eruption,,,,-16.507,168.346
221010,"Tair, Jebel at",13922,Confirmed Eruption,,,2.0,15.55,41.83
290300,Kharimkotan,17619,Confirmed Eruption,,,3.0,49.12,154.508
284190,Guguan,18531,Confirmed Eruption,,,2.0,17.307,145.845
311310,Makushin,19981,Confirmed Eruption,,,2.0,53.891,-166.923
311320,Akutan,20007,Confirmed Eruption,,,2.0,54.134,-165.986
311360,Shishaldin,20067,Confirmed Eruption,,,2.0,54.756,-163.97
357110,Llaima,12036,Confirmed Eruption,,,2.0,-38.692,-71.729
357120,Villarrica,12135,Confirmed Eruption,,,2.0,-39.42,-71.93
355100,Lascar,11852,Confirmed Eruption,,,2.0,-23.37,-67.73
343100,San Miguel,10847,Confirmed Eruption,1882-12-05,,2.0,13.434,-88.269
344090,Momotombo,10998,Confirmed Eruption,1882-09-09,,2.0,12.423,-86.539
300260,Klyuchevskoy,19426,Confirmed Eruption,,,2.0,56.056,160.642
283120,Kusatsu-Shiranesan,17824,Confirmed Eruption,1882-08-06,1882-08-16,2.0,36.618,138.528
343030,Izalco,10800,Confirmed Eruption,1882-07-12,,2.0,13.813,-89.633
263210,Sundoro,15798,Confirmed Eruption,1882-04-01,1882-04-07,2.0,-7.3,109.992
352050,Cotopaxi,11580,Confirmed Eruption,,,2.0,-0.677,-78.436
343020,Santa Ana,10767,Uncertain Eruption,,,,13.853,-89.63
345060,Irazu,11213,Uncertain Eruption,,,2.0,9.979,-83.852
264110,Iya,13715,Confirmed Eruption,,,2.0,-8.891,121.641
271040,Makaturing,16705,Confirmed Eruption,,,,7.644,124.317
223020,Nyamuragira,14040,Confirmed Eruption,,,,-1.408,29.2
222120,"Lengai, Ol Doinyo",14003,Confirmed Eruption,,,2.0,-2.764,35.914
233020,"Fournaise, Piton de la",14297,Uncertain Eruption,,,0.0,-21.244,55.708
300120,Zhupanovsky,19132,Confirmed Eruption,,,2.0,53.589,159.15
321030,Rainier,20501,Uncertain Eruption,,,2.0,46.853,-121.76
341040,Colima,10449,Confirmed Eruption,,,1.0,19.514,-103.62
261230,Dempo,15555,Confirmed Eruption,,,2.0,-4.016,103.121
290161,Milna,18789,Confirmed Eruption,,,2.0,46.815,151.786
273030,Mayon,16785,Confirmed Eruption,1881-07-06,,3.0,13.257,123.685
241080,Tongariro,13556,Confirmed Eruption,1881-07-06,,2.0,-39.157,175.632
283150,Nasudake,17882,Confirmed Eruption,1881-07-01,,1.0,37.125,139.963
234010,Heard,14400,Uncertain Eruption,1881-06-02,,2.0,-53.106,73.513
264200,Leroboleng,16307,Confirmed Eruption,1881-03-16,,2.0,-8.365,122.833
352020,Guagua Pichincha,11490,Confirmed Eruption,1881-03-10,,2.0,-0.171,-78.598
261230,Dempo,15554,Confirmed Eruption,1881-02-16,,2.0,-4.016,103.121
343030,Izalco,10799,Confirmed Eruption,1881-01-01,,0.0,13.813,-89.633
351060,Purace,11325,Confirmed Eruption,,,2.0,2.32,-76.4
357010,Tupungatito,11891,Uncertain Eruption,,,,-33.425,-69.797
357020,San Jose,11916,Confirmed Eruption,,,2.0,-33.789,-69.895
357021,Maipo,11909,Uncertain Eruption,,,,-34.164,-69.832
263340,Raung,16115,Confirmed Eruption,,,,-8.119,114.056
257090,Traitor's Head,15351,Confirmed Eruption,,,0.0,-18.754,169.238
261070,Singkut,15402,Confirmed Eruption,,,,3.248,98.501
261080,Sinabung,15403,Uncertain Eruption,,,,3.17,98.392
300100,Avachinsky,19094,Confirmed Eruption,,,2.0,53.256,158.836
341040,Colima,10448,Confirmed Eruption,1880-12-01,1881-04-12,2.0,19.514,-103.62
222120,"Lengai, Ol Doinyo",14002,Confirmed Eruption,,,2.0,-2.764,35.914
285090,Shiretoko-Iozan,18729,Uncertain Eruption,1880-11-24,1880-11-26,,44.133,145.161
332020,Mauna Loa,10208,Confirmed Eruption,1880-11-05,1881-08-10,1.0,19.475,-155.608
321010,Baker,20465,Confirmed Eruption,1880-09-07,1880-11-27,2.0,48.777,-121.813
282090,Kirishimayama,17142,Confirmed Eruption,,,2.0,31.934,130.862
290211,Srednii,18796,Uncertain Eruption,1880-07-12,1880-07-12,0.0,47.6,152.92
342090,Fuego,10714,Confirmed Eruption,1880-06-28,1880-08-20,4.0,14.473,-90.88
332020,Mauna Loa,10207,Confirmed Eruption,1880-05-01,1880-05-06,1.0,19.475,-155.608
261230,Dempo,15553,Confirmed Eruption,,,2.0,-4.016,103.121
343020,Santa Ana,10766,Confirmed Eruption,,,3.0,13.853,-89.63
352050,Cotopaxi,11579,Confirmed Eruption,,,3.0,-0.677,-78.436
360101,"Watt, Morne",12373,Confirmed Eruption,1880-01-04,1880-01-04,2.0,15.307,-61.305
360150,Soufriere St. Vincent,12452,Uncertain Eruption,,,0.0,13.33,-61.18
357120,Villarrica,11910,Confirmed Eruption,,,2.0,-39.42,-71.93
345040,Poas,11150,Confirmed Eruption,,,1.0,10.2,-84.233
382080,Sete Cidades,13023,Confirmed Eruption,,,0.0,37.87,-25.78
264040,Tambora,16233,Confirmed Eruption,,,2.0,-8.25,118.0
275070,Veteran,16897,Uncertain Eruption,,,0.0,9.83,109.05
266130,Tangkoko-Duasudara,15943,Confirmed Eruption,,,1.0,1.518,125.185
233010,Karthala,14192,Confirmed Eruption,,,2.0,-11.75,43.38
311360,Shishaldin,20066,Uncertain Eruption,,,,54.756,-163.97
312030,Pavlof,20120,Confirmed Eruption,,,1.0,55.417,-161.894
311270,Vsevidof,19831,Uncertain Eruption,,,,53.13,-168.693
290020,Raususan [Mendeleev],18737,Confirmed Eruption,,,1.0,43.979,145.733
284110,Kita-Ioto,18378,Confirmed Eruption,,,0.0,25.424,141.284
343060,Ilopango,10831,Confirmed Eruption,1879-12-31,1880-03-26,3.0,13.672,-89.053
343030,Izalco,10798,Confirmed Eruption,1879-12-25,,2.0,13.813,-89.633
341040,Colima,10447,Confirmed Eruption,1879-12-23,1880-04-30,1.0,19.514,-103.62
283110,Asamayama,17755,Confirmed Eruption,1879-09-27,1879-09-28,2.0,36.406,138.523
371022,Eldey,12507,Confirmed Eruption,1879-05-30,1879-06-15,1.0,63.733,-23.0
211060,Etna,13753,Confirmed Eruption,1879-05-26,1879-06-07,3.0,37.748,14.999
261230,Dempo,15552,Confirmed Eruption,1879-05-18,,2.0,-4.016,103.121
290150,Chirpoi,18783,Confirmed Eruption,,,2.0,46.532,150.871
332020,Mauna Loa,10206,Confirmed Eruption,1879-03-09,1879-03-09,0.0,19.475,-155.608
352050,Cotopaxi,11578,Confirmed Eruption,1879-02-26,1879-06-19,2.0,-0.677,-78.436
357120,Villarrica,12134,Confirmed Eruption,1879-02-02,,2.0,-39.42,-71.93
343020,Santa Ana,10765,Confirmed Eruption,1879-02-01,,2.0,13.853,-89.63
290240,Sarychev Peak,18806,Confirmed Eruption,1879-01-15,,0.0,48.092,153.2
321030,Rainier,20500,Uncertain Eruption,,,2.0,46.853,-121.76
300260,Klyuchevskoy,19425,Confirmed Eruption,,,2.0,56.056,160.642
300270,Sheveluch,19573,Confirmed Eruption,,,3.0,56.653,161.36
261120,Sorikmarapi,15408,Confirmed Eruption,,,2.0,0.686,99.539
263300,Semeru,15987,Confirmed Eruption,,,2.0,-8.108,112.922
345040,Poas,11149,Uncertain Eruption,,,1.0,10.2,-84.233
358063,Reclus,12311,Confirmed Eruption,,,2.0,-50.964,-73.585
358060,Lautaro,12315,Confirmed Eruption,,,,-49.019,-73.504
251070,Ritter Island,14969,Uncertain Eruption,1878-12-31,,,-5.519,148.115
211060,Etna,13749,Confirmed Eruption,1878-12-23,1883-03-31,2.0,37.748,14.999
261170,Kerinci,15503,Confirmed Eruption,1878-12-11,,2.0,-1.697,101.264
261140,Marapi,15432,Uncertain Eruption,,,2.0,-0.38,100.474
273070,Taal,16848,Confirmed Eruption,1878-11-12,1878-11-15,2.0,14.002,120.993
344090,Momotombo,10997,Confirmed Eruption,1878-10-14,,2.0,12.423,-86.539
343080,Tecapa,10832,Uncertain Eruption,1878-10-02,,,13.494,-88.502
241080,Tongariro,13555,Confirmed Eruption,1878-09-01,,2.0,-39.157,175.632
300260,Klyuchevskoy,19424,Confirmed Eruption,,,2.0,56.056,160.642
351060,Purace,11324,Confirmed Eruption,1878-08-31,,2.0,2.32,-76.4
352050,Cotopaxi,11577,Confirmed Eruption,1878-08-23,1878-08-24,2.0,-0.677,-78.436
243070,Lateiki,14761,Confirmed Eruption,,,2.0,-19.18,-174.87
233020,"Fournaise, Piton de la",14296,Confirmed Eruption,1878-03-14,1878-03-30,0.0,-21.244,55.708
372070,Hekla,12747,Confirmed Eruption,1878-02-27,,2.0,63.983,-19.666
355030,Isluga,11515,Confirmed Eruption,,,2.0,-19.15,-68.83
252140,Rabaul,15089,Confirmed Eruption,1878-01-30,1878-02-26,3.0,-4.271,152.203
358060,Lautaro,12314,Uncertain Eruption,1878-01-18,,1.0,-49.019,-73.504
357040,Planchon-Peteroa,11937,Confirmed Eruption,,,2.0,-35.223,-70.568
343020,Santa Ana,10764,Uncertain Eruption,,,2.0,13.853,-89.63
343030,Izalco,10797,Confirmed Eruption,,,,13.813,-89.633
252120,Ulawun,15037,Confirmed Eruption,,,2.0,-5.05,151.33
252010,Langila,14979,Confirmed Eruption,,,2.0,-5.525,148.42
222160,Meru,14032,Confirmed Eruption,,,2.0,-3.25,36.75
263250,Merapi,15880,Confirmed Eruption,,1879-06-20,2.0,-7.54,110.446
263300,Semeru,15986,Confirmed Eruption,,,2.0,-8.108,112.922
311190,Amukta,19786,Confirmed Eruption,,,,52.5,-171.252
311290,Okmok,19839,Confirmed Eruption,,,2.0,53.43,-168.13
311270,Vsevidof,19830,Confirmed Eruption,,,2.0,53.13,-168.693
341130,Tacana,10619,Confirmed Eruption,,,1.0,15.132,-92.109
300100,Avachinsky,19093,Confirmed Eruption,,,2.0,53.256,158.836
283110,Asamayama,17754,Uncertain Eruption,,,2.0,36.406,138.523
351100,Cumbal,11386,Confirmed Eruption,,,2.0,0.95,-77.87
251010,Bam,14869,Confirmed Eruption,1877-11-13,,3.0,-3.613,144.818
251020,Manam,14896,Confirmed Eruption,1877-10-29,1877-11-13,2.0,-4.08,145.037
263300,Semeru,15985,Confirmed Eruption,,,2.0,-8.108,112.922
355110,Llullaillaco,11881,Confirmed Eruption,,,2.0,-24.72,-68.53
263320,Lamongan,16088,Confirmed Eruption,1877-04-24,1877-05-12,3.0,-7.981,113.341
263310,Tengger Caldera,16034,Confirmed Eruption,1877-04-24,,2.0,-7.942,112.95
263300,Semeru,15984,Confirmed Eruption,,,2.0,-8.108,112.922
357120,Villarrica,12133,Confirmed Eruption,1877-03-12,,2.0,-39.42,-71.93
332020,Mauna Loa,10205,Confirmed Eruption,1877-02-14,1877-02-24,0.0,19.475,-155.608
357070,"Chillan, Nevados de",11974,Confirmed Eruption,1877-02-12,,2.0,-36.868,-71.378
357110,Llaima,12035,Confirmed Eruption,1877-01-16,1877-06-24,2.0,-38.692,-71.729
352050,Cotopaxi,11576,Confirmed Eruption,,1877-09-02,4.0,-0.677,-78.436
355030,Isluga,11514,Confirmed Eruption,,,2.0,-19.15,-68.83
355070,San Pedro-San Pablo,11832,Confirmed Eruption,,,2.0,-21.888,-68.391
300260,Klyuchevskoy,19423,Confirmed Eruption,,,2.0,56.056,160.642
282030,Suwanosejima,16923,Confirmed Eruption,,,4.0,29.638,129.714
243050,Fonuafo'ou,14736,Confirmed Eruption,,,2.0,-20.32,-175.42
284010,Izu-Oshima,18206,Confirmed Eruption,1876-12-27,1877-02-05,2.0,34.724,139.394
233020,"Fournaise, Piton de la",14295,Confirmed Eruption,1876-12-11,1876-12-11,,-21.244,55.708
273030,Mayon,16784,Confirmed Eruption,1876-11-26,1876-11-26,1.0,13.257,123.685
358060,Lautaro,12313,Confirmed Eruption,,,2.0,-49.019,-73.504
285090,Shiretoko-Iozan,18728,Confirmed Eruption,1876-09-23,1876-09-26,2.0,44.133,145.161
261140,Marapi,15431,Confirmed Eruption,,,2.0,-0.38,100.474
261140,Marapi,15430,Confirmed Eruption,1876-04-04,,2.0,-0.38,100.474
273030,Mayon,16783,Confirmed Eruption,,,1.0,13.257,123.685
332020,Mauna Loa,10204,Confirmed Eruption,1876-02-13,1876-02-14,0.0,19.475,-155.608
284140,Farallon de Pajaros,18480,Confirmed Eruption,1876-01-01,1876-01-03,2.0,20.546,144.893
311190,Amukta,19785,Uncertain Eruption,,,,52.5,-171.252
313020,Iliamna,20284,Confirmed Eruption,,,3.0,60.032,-153.09
261160,Talang,15488,Confirmed Eruption,,,2.0,-0.979,100.681
264200,Leroboleng,16306,Confirmed Eruption,,,2.0,-8.365,122.833
233010,Karthala,14191,Confirmed Eruption,,,0.0,-11.75,43.38
211020,Vesuvius,13360,Confirmed Eruption,1875-12-18,1906-04-22,4.0,40.821,14.426
233020,"Fournaise, Piton de la",14294,Confirmed Eruption,1875-11-26,1875-12-11,0.0,-21.244,55.708
357120,Villarrica,12132,Confirmed Eruption,1875-11-17,,2.0,-39.42,-71.93
263180,Slamet,15737,Confirmed Eruption,1875-11-02,1875-12-26,2.0,-7.242,109.208
241080,Tongariro,13554,Uncertain Eruption,1875-10-01,,2.0,-39.157,175.632
332020,Mauna Loa,10203,Confirmed Eruption,1875-08-11,1875-08-18,0.0,19.475,-155.608
267040,Awu,16558,Confirmed Eruption,,,2.0,3.689,125.447
283110,Asamayama,17753,Confirmed Eruption,1875-06-14,,2.0,36.406,138.523
263180,Slamet,15736,Confirmed Eruption,1875-05-29,1875-06-04,2.0,-7.242,109.208
263280,Kelut,15951,Discredited Eruption,1875-01-29,,,-7.93,112.308
332020,Mauna Loa,10202,Confirmed Eruption,1875-01-10,1875-02-09,0.0,19.475,-155.608
373060,Askja,12911,Confirmed Eruption,1875-01-01,1875-10-17,5.0,65.033,-16.783
357110,Llaima,12034,Confirmed Eruption,,,2.0,-38.692,-71.729
355100,Lascar,11851,Confirmed Eruption,,,2.0,-23.37,-67.73
345060,Irazu,11212,Confirmed Eruption,,,2.0,9.979,-83.852
341040,Colima,10446,Confirmed Eruption,,,1.0,19.514,-103.62
334050,Northern EPR at 9.8°N,10338,Confirmed Eruption,,,0.0,9.83,-104.3
267010,Ruang,16483,Confirmed Eruption,1874-11-15,,2.0,2.3,125.37
211060,Etna,13748,Confirmed Eruption,1874-08-29,1874-08-31,2.0,37.748,14.999
273070,Taal,16847,Confirmed Eruption,1874-07-19,,2.0,14.002,120.993
312070,Veniaminof,20160,Confirmed Eruption,1874-07-15,,2.0,56.17,-159.38
284040,Miyakejima,18269,Confirmed Eruption,1874-07-03,1874-07-17,3.0,34.094,139.526
233020,"Fournaise, Piton de la",14293,Confirmed Eruption,1874-06-29,1874-11-07,2.0,-21.244,55.708
341040,Colima,10445,Confirmed Eruption,1874-06-12,,1.0,19.514,-103.62
285011,Esan,18552,Confirmed Eruption,1874-06-08,,1.0,41.805,141.166
251010,Bam,14868,Confirmed Eruption,1874-05-20,,2.0,-3.613,144.818
263320,Lamongan,16087,Confirmed Eruption,1874-05-20,1874-08-21,2.0,-7.981,113.341
211060,Etna,13747,Confirmed Eruption,,,2.0,37.748,14.999
357120,Villarrica,12131,Confirmed Eruption,1874-04-16,,2.0,-39.42,-71.93
285040,Shikotsu,18616,Confirmed Eruption,1874-02-08,1874-02-16,3.0,42.688,141.38
282110,Asosan,17287,Confirmed Eruption,1874-02-07,,2.0,32.884,131.104
233020,"Fournaise, Piton de la",14292,Confirmed Eruption,1874-02-01,,,-21.244,55.708
211020,Vesuvius,13359,Uncertain Eruption,,,1.0,40.821,14.426
257050,Lopevi,15300,Confirmed Eruption,,,2.0,-16.507,168.346
261170,Kerinci,15502,Confirmed Eruption,,,2.0,-1.697,101.264
357110,Llaima,12033,Uncertain Eruption,,,,-38.692,-71.729
343030,Izalco,10796,Uncertain Eruption,,,,13.813,-89.633
343020,Santa Ana,19900,Confirmed Eruption,,,3.0,13.853,-89.63
211050,Vulcano,13479,Confirmed Eruption,,,3.0,38.404,14.962
283190,Zaozan [Zaosan],17977,Confirmed Eruption,,,1.0,38.144,140.44
273030,Mayon,16782,Confirmed Eruption,1873-06-20,1873-07-22,2.0,13.257,123.685
212050,Nisyros,13895,Confirmed Eruption,,1873-09-26,2.0,36.586,27.16
332020,Mauna Loa,10201,Confirmed Eruption,1873-04-20,1874-10-19,1.0,19.475,-155.608
283140,Nikko-Shiranesan,17861,Confirmed Eruption,1873-03-12,,1.0,36.799,139.376
271060,Ragang,16712,Confirmed Eruption,1873-01-16,,2.0,7.691,124.507
373010,Grimsvotn,12818,Confirmed Eruption,1873-01-08,,4.0,64.416,-17.316
332020,Mauna Loa,10200,Confirmed Eruption,1873-01-06,1873-01-07,0.0,19.475,-155.608
311210,Yunaska,19794,Uncertain Eruption,,,2.0,52.643,-170.629
311060,Semisopochnoi,19672,Confirmed Eruption,,,,51.93,179.58
311070,Gareloi,19679,Confirmed Eruption,,,2.0,51.79,-178.794
284080,Sumisujima,18334,Uncertain Eruption,,,0.0,31.44,140.051
284170,Pagan,18508,Confirmed Eruption,,,3.0,18.13,145.8
273070,Taal,16846,Confirmed Eruption,,,2.0,14.002,120.993
261220,Kaba,15541,Confirmed Eruption,,1892-11-01,2.0,-3.522,102.615
264200,Leroboleng,16305,Confirmed Eruption,,,2.0,-8.365,122.833
221080,Erta Ale,13928,Uncertain Eruption,,,2.0,13.6,40.67
282110,Asosan,17286,Confirmed Eruption,1872-12-01,1873-06-08,3.0,32.884,131.104
343030,Izalco,10795,Confirmed Eruption,,1873-03-19,2.0,13.813,-89.633
263250,Merapi,15879,Confirmed Eruption,1872-11-03,,2.0,-7.54,110.446
263300,Semeru,15983,Confirmed Eruption,1872-10-23,1872-10-23,2.0,-8.108,112.922
273030,Mayon,16781,Confirmed Eruption,1872-09-05,1872-09-09,1.0,13.257,123.685
263320,Lamongan,16086,Confirmed Eruption,1872-08-15,1872-09-18,2.0,-7.981,113.341
332020,Mauna Loa,10199,Confirmed Eruption,1872-08-09,,1.0,19.475,-155.608
357070,"Chillan, Nevados de",11973,Confirmed Eruption,1872-07-22,,2.0,-36.868,-71.378
284140,Farallon de Pajaros,22243,Confirmed Eruption,1872-07-11,,2.0,20.546,144.893
357110,Llaima,12032,Confirmed Eruption,1872-06-06,,2.0,-38.692,-71.729
357121,Quetrupillan,12078,Uncertain Eruption,1872-06-06,,2.0,-39.496,-71.722
283140,Nikko-Shiranesan,17860,Confirmed Eruption,1872-05-14,,2.0,36.799,139.376
263250,Merapi,15878,Confirmed Eruption,1872-04-15,1872-04-21,4.0,-7.54,110.446
341040,Colima,10444,Confirmed Eruption,1872-02-26,1873-03-27,3.0,19.514,-103.62
233020,"Fournaise, Piton de la",14291,Uncertain Eruption,1872-02-01,,0.0,-21.244,55.708
242030,Raoul Island,14698,Discredited Eruption,1872-02-01,,,-29.27,-177.92
251010,Bam,14867,Confirmed Eruption,,,3.0,-3.613,144.818
233010,Karthala,14190,Confirmed Eruption,,,2.0,-11.75,43.38
290290,Sinarka,18837,Confirmed Eruption,,,4.0,48.873,154.182
357091,Callaqui,19916,Discredited Eruption,,,,-37.92,-71.45
357040,Planchon-Peteroa,11936,Uncertain Eruption,,,,-35.223,-70.568
373030,Bardarbunga,12884,Confirmed Eruption,,,,64.633,-17.516
285040,Shikotsu,18615,Uncertain Eruption,1871-12-25,1871-12-28,2.0,42.688,141.38
273030,Mayon,16780,Confirmed Eruption,1871-12-08,,3.0,13.257,123.685
271060,Ragang,16711,Confirmed Eruption,1871-12-08,,2.0,7.691,124.507
261140,Marapi,15429,Confirmed Eruption,1871-09-24,,2.0,-0.38,100.474
264110,Iya,13714,Confirmed Eruption,1871-09-01,,2.0,-8.891,121.641
332020,Mauna Loa,10198,Confirmed Eruption,1871-08-10,1871-08-30,0.0,19.475,-155.608
268060,Gamalama,16651,Confirmed Eruption,1871-08-07,1871-09-25,2.0,0.8,127.33
233020,"Fournaise, Piton de la",14290,Confirmed Eruption,1871-06-21,1871-07-05,0.0,-21.244,55.708
271080,Camiguin,16718,Confirmed Eruption,1871-04-30,,2.0,9.203,124.673
261140,Marapi,15428,Confirmed Eruption,1871-04-24,,2.0,-0.38,100.474
283140,Nikko-Shiranesan,17859,Uncertain Eruption,,,,36.799,139.376
284090,Izu-Torishima,18367,Confirmed Eruption,,,0.0,30.484,140.303
267010,Ruang,16482,Confirmed Eruption,1871-03-02,1871-03-14,2.0,2.3,125.37
352010,Reventador,11432,Confirmed Eruption,1871-01-30,,2.0,-0.077,-77.656
390030,Deception Island,13189,Confirmed Eruption,,,,-63.001,-60.652
222030,"Barrier, The",13965,Confirmed Eruption,,,2.0,2.32,36.57
224010,Cameroon,14125,Confirmed Eruption,,,2.0,4.203,9.17
212050,Nisyros,13894,Confirmed Eruption,,,2.0,36.586,27.16
257040,Ambrym,15243,Confirmed Eruption,,,2.0,-16.25,168.12
256010,Tinakula,15194,Confirmed Eruption,,,2.0,-10.386,165.804
284070,Myojinsho,18310,Confirmed Eruption,,,0.0,31.888,139.918
357120,Villarrica,21005,Confirmed Eruption,,,2.0,-39.42,-71.93
211020,Vesuvius,13358,Confirmed Eruption,,1872-04-30,3.0,40.821,14.426
351060,Purace,11323,Confirmed Eruption,,,2.0,2.32,-76.4
267010,Ruang,16481,Confirmed Eruption,1870-08-27,1870-08-28,3.0,2.3,125.37
263320,Lamongan,16085,Confirmed Eruption,1870-08-18,1871-02-05,2.0,-7.981,113.341
263060,Gede-Pangrango,15653,Confirmed Eruption,,1870-10-03,2.0,-6.77,106.965
242030,Raoul Island,14697,Confirmed Eruption,1870-06-20,1870-10-03,3.0,-29.27,-177.92
343030,Izalco,10794,Uncertain Eruption,1870-05-19,,2.0,13.813,-89.633
284080,Sumisujima,18333,Confirmed Eruption,,,2.0,31.44,140.051
241080,Tongariro,13553,Confirmed Eruption,,,2.0,-39.157,175.632
263320,Lamongan,16084,Confirmed Eruption,1870-03-02,1870-03-05,2.0,-7.981,113.341
354010,"Misti, El",11773,Uncertain Eruption,,,1.0,-16.294,-71.409
341030,Ceboruco,10383,Confirmed Eruption,1870-02-21,,3.0,21.125,-104.508
233020,"Fournaise, Piton de la",14289,Uncertain Eruption,1870-02-01,,0.0,-21.244,55.708
332020,Mauna Loa,10197,Uncertain Eruption,1870-01-01,1870-01-15,0.0,19.475,-155.608
321030,Rainier,20499,Uncertain Eruption,,,2.0,46.853,-121.76
321010,Baker,20464,Confirmed Eruption,,,2.0,48.777,-121.813
341040,Colima,10440,Confirmed Eruption,,,0.0,19.514,-103.62
284010,Izu-Oshima,18205,Confirmed Eruption,,,2.0,34.724,139.394
257040,Ambrym,15242,Uncertain Eruption,,,,-16.25,168.12
257030,Ambae,15234,Confirmed Eruption,,,2.0,-15.389,167.835
264250,Iliwerung,16337,Confirmed Eruption,,,3.0,-8.53,123.57
268060,Gamalama,16650,Discredited Eruption,,,,0.8,127.33
355070,San Pedro-San Pablo,11831,Uncertain Eruption,,,,-21.888,-68.391
344090,Momotombo,10996,Confirmed Eruption,,,2.0,12.423,-86.539
352050,Cotopaxi,11575,Confirmed Eruption,,,2.0,-0.677,-78.436
351060,Purace,11322,Confirmed Eruption,1869-10-04,,3.0,2.32,-76.4
354020,Ubinas,11789,Confirmed Eruption,,,2.0,-16.355,-70.903
211060,Etna,13746,Confirmed Eruption,1869-09-26,1869-09-26,0.0,37.748,14.999
263320,Lamongan,16083,Confirmed Eruption,1869-09-12,,2.0,-7.981,113.341
354010,"Misti, El",11772,Uncertain Eruption,,,1.0,-16.294,-71.409
357021,Maipo,11908,Uncertain Eruption,1869-08-24,,2.0,-34.164,-69.832
355030,Isluga,11825,Confirmed Eruption,,,2.0,-19.15,-68.83
241080,Tongariro,13434,Confirmed Eruption,,,2.0,-39.157,175.632
352020,Guagua Pichincha,11489,Confirmed Eruption,1869-07-22,1869-08-24,2.0,-0.171,-78.598
264180,Lewotobi,16285,Confirmed Eruption,1869-07-07,1869-07-27,2.0,-8.542,122.775
352050,Cotopaxi,11574,Confirmed Eruption,,,3.0,-0.677,-78.436
341040,Colima,10439,Confirmed Eruption,1869-06-12,1869-08-24,3.0,19.514,-103.62
321010,Baker,20463,Uncertain Eruption,,,,48.777,-121.813
284070,Myojinsho,18309,Confirmed Eruption,1869-05-06,,0.0,31.888,139.918
283110,Asamayama,17752,Confirmed Eruption,,1869-10-23,2.0,36.406,138.523
263320,Lamongan,16082,Confirmed Eruption,1869-04-06,1869-05-04,2.0,-7.981,113.341
357110,Llaima,12031,Confirmed Eruption,,,2.0,-38.692,-71.729
343030,Izalco,10793,Confirmed Eruption,1869-03-01,1869-06-18,2.0,13.813,-89.633
352020,Guagua Pichincha,11488,Confirmed Eruption,,,2.0,-0.171,-78.598
256010,Tinakula,15193,Confirmed Eruption,,,2.0,-10.386,165.804
357120,Villarrica,12130,Confirmed Eruption,1869-02-04,1869-02-24,2.0,-39.42,-71.93
357080,Antuco,19911,Confirmed Eruption,,,2.0,-37.406,-71.349
357040,Planchon-Peteroa,11935,Uncertain Eruption,,,,-35.223,-70.568
358063,Reclus,12310,Confirmed Eruption,,,2.0,-50.964,-73.585
358010,Osorno,12237,Confirmed Eruption,,,2.0,-41.105,-72.496
241080,Tongariro,13433,Confirmed Eruption,,,2.0,-39.157,175.632
233020,"Fournaise, Piton de la",14288,Confirmed Eruption,,,2.0,-21.244,55.708
300070,Gorely,19017,Confirmed Eruption,,,2.0,52.559,158.03
322010,Hood,20575,Uncertain Eruption,,,,45.374,-121.695
284010,Izu-Oshima,18204,Uncertain Eruption,1868-12-31,,,34.724,139.394
273030,Mayon,16779,Confirmed Eruption,1868-12-17,,2.0,13.257,123.685
264180,Lewotobi,16284,Confirmed Eruption,1868-12-15,,2.0,-8.542,122.775
211060,Etna,13745,Confirmed Eruption,1868-11-26,1868-12-08,3.0,37.748,14.999
268060,Gamalama,16649,Confirmed Eruption,1868-11-13,1869-02-10,2.0,0.8,127.33
261220,Kaba,15540,Confirmed Eruption,,,2.0,-3.522,102.615
355110,Llullaillaco,11880,Confirmed Eruption,,,0.0,-24.72,-68.53
352050,Cotopaxi,11573,Confirmed Eruption,1868-08-15,1868-08-16,2.0,-0.677,-78.436
352020,Guagua Pichincha,11487,Confirmed Eruption,,,2.0,-0.171,-78.598
264180,Lewotobi,16283,Confirmed Eruption,1868-07-13,,2.0,-8.542,122.775
264110,Iya,16177,Confirmed Eruption,1868-05-04,,2.0,-8.891,121.641
332010,Kilauea,10066,Confirmed Eruption,1868-04-02,,1.0,19.421,-155.287
332020,Mauna Loa,10196,Confirmed Eruption,1868-03-27,1868-04-22,2.0,19.475,-155.608
352020,Guagua Pichincha,11486,Confirmed Eruption,1868-03-19,1868-03-22,2.0,-0.171,-78.598
268060,Gamalama,16648,Confirmed Eruption,1868-03-13,1868-03-13,1.0,0.8,127.33
233020,"Fournaise, Piton de la",14287,Confirmed Eruption,,,0.0,-21.244,55.708
343030,Izalco,10709,Confirmed Eruption,1868-02-16,1868-02-17,2.0,13.813,-89.633
282020,Io-Torishima,16916,Confirmed Eruption,,,1.0,27.881,128.223
268010,Dukono,16575,Confirmed Eruption,,,2.0,1.693,127.894
261160,Talang,15487,Uncertain Eruption,,,,-0.979,100.681
